flight_id,drone_id,battery_id,launch_timestamp,duration_min,destination_hospital,destination_district,dest_lat,dest_lon,distance_km,payload_g,blood_product,weather,outcome,battery_pct_end
FLT-00906,ZIP-23,BAT-1108,2023-01-31 15:04:05,38.6,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1294,Whole Blood,Foggy,Delivered,18
FLT-00907,ZIP-29,BAT-1889,2023-02-15 13:31:12,97.8,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1686,Platelets,Light Rain,Delivered,37
FLT-00908,ZIP-22,BAT-1689,2023-11-13 00:56:38,117.0,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,819,Whole Blood,Overcast,Returned - Technical,26
FLT-00909,ZIP-16,BAT-1993,2023-01-06 15:19:58,34.1,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,254,Packed Red Cells,Clear,Returned - Technical,48
FLT-00910,ZIP-27,BAT-1808,2023-02-26 14:56:06,140.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,590,Whole Blood,Light Rain,Partial Delivery,37
FLT-00911,ZIP-14,BAT-1170,2023-02-27 19:00:14,101.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1713,Platelets,Clear,Delivered,49
FLT-00912,ZIP-22,BAT-1583,2023-01-08 20:56:38,104.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,304,Fresh Frozen Plasma,Foggy,Returned - Weather,18
FLT-00913,ZIP-28,BAT-1754,2023-09-03 01:50:45,28.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1420,Fresh Frozen Plasma,Light Rain,Delivered,20
FLT-00914,ZIP-25,BAT-1694,2023-06-05 11:17:27,101.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,674,Whole Blood,Foggy,Returned - Technical,51
FLT-00915,ZIP-23,BAT-1663,2023-06-14 03:22:02,26.2,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1169,Whole Blood,Foggy,Returned - Weather,49
FLT-00916,ZIP-16,BAT-1743,2023-09-09 04:49:56,111.9,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1161,Fresh Frozen Plasma,Light Rain,Returned - Weather,46
FLT-00917,ZIP-24,BAT-1873,2023-07-17 09:30:35,34.3,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,468,Fresh Frozen Plasma,Overcast,Returned - Weather,64
FLT-00918,ZIP-15,BAT-1483,2023-06-01 20:31:24,142.6,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1473,Packed Red Cells,Overcast,Partial Delivery,36
FLT-00919,ZIP-29,BAT-1160,2023-10-19 05:33:22,135.6,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1207,Whole Blood,Light Rain,Returned - Weather,68
FLT-00920,ZIP-10,BAT-1048,2023-07-11 23:51:04,100.1,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,934,Fresh Frozen Plasma,Partly Cloudy,Returned - Weather,40
FLT-00921,ZIP-23,BAT-1345,2023-03-03 20:18:36,136.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,433,Packed Red Cells,Foggy,Delivered,25
FLT-00922,ZIP-11,BAT-1363,2023-03-29 06:43:21,113.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1777,Fresh Frozen Plasma,Overcast,Partial Delivery,27
FLT-00923,ZIP-24,BAT-1051,2023-12-06 13:26:02,139.0,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1136,Whole Blood,Clear,Returned - Technical,24
FLT-00924,ZIP-11,BAT-1575,2023-08-26 00:24:15,115.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1238,Whole Blood,Clear,Partial Delivery,28
FLT-00925,ZIP-19,BAT-1745,2023-02-16 02:23:34,141.9,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1650,Platelets,Overcast,Delivered,66
FLT-00926,ZIP-21,BAT-1662,2023-07-13 19:20:26,115.0,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,885,Packed Red Cells,Clear,Delivered,25
FLT-00927,ZIP-25,BAT-1854,2023-06-20 18:47:14,40.3,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,899,Fresh Frozen Plasma,Clear,Delivered,50
FLT-00928,ZIP-14,BAT-1251,2023-02-03 08:26:13,34.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1742,Platelets,Light Rain,Delivered,68
FLT-00929,ZIP-26,BAT-1974,2023-02-23 20:12:01,39.0,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1597,Fresh Frozen Plasma,Light Rain,Delivered,19
FLT-00930,ZIP-22,BAT-1322,2023-02-26 18:56:38,103.9,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1781,Packed Red Cells,Foggy,Returned - Weather,45
FLT-00931,ZIP-30,BAT-1059,2023-06-02 23:30:26,27.7,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1660,Fresh Frozen Plasma,Partly Cloudy,Returned - Weather,44
FLT-00932,ZIP-20,BAT-1760,2023-12-11 06:05:40,103.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,904,Whole Blood,Foggy,Partial Delivery,70
FLT-00933,ZIP-24,BAT-1413,2023-12-16 20:33:05,86.9,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1518,Packed Red Cells,Partly Cloudy,Returned - Technical,52
FLT-00934,ZIP-30,BAT-1831,2023-11-03 09:52:33,114.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1028,Packed Red Cells,Light Rain,Returned - Technical,37
FLT-00935,ZIP-14,BAT-1900,2023-01-15 14:35:13,25.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1265,Fresh Frozen Plasma,Light Rain,Returned - Technical,31
FLT-00936,ZIP-10,BAT-1163,2023-07-18 23:07:30,26.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,257,Fresh Frozen Plasma,Foggy,Delivered,33
FLT-00937,ZIP-21,BAT-1861,2023-10-10 09:33:25,86.0,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,731,Fresh Frozen Plasma,Foggy,Delivered,25
FLT-00938,ZIP-28,BAT-1305,2023-10-22 01:38:59,26.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1709,Whole Blood,Clear,Delivered,47
FLT-00939,ZIP-30,BAT-1960,2023-04-02 22:35:11,89.1,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1562,Packed Red Cells,Foggy,Returned - Weather,40
FLT-00940,ZIP-26,BAT-1386,2023-04-21 18:03:46,88.0,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1710,Packed Red Cells,Foggy,Returned - Weather,24
FLT-00941,ZIP-14,BAT-1100,2023-07-20 19:40:47,87.3,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1657,Platelets,Overcast,Delivered,71
FLT-00942,ZIP-12,BAT-1456,2023-02-02 01:48:10,98.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,956,Platelets,Light Rain,Delivered,55
FLT-00943,ZIP-30,BAT-1510,2023-07-21 18:55:04,115.4,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1067,Platelets,Overcast,Returned - Weather,62
FLT-00944,ZIP-14,BAT-1517,2023-10-12 10:05:46,105.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1192,Platelets,Partly Cloudy,Delivered,26
FLT-00945,ZIP-24,BAT-1217,2023-07-19 13:14:07,141.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1169,Whole Blood,Clear,Returned - Technical,65
FLT-00946,ZIP-23,BAT-1872,2023-08-06 08:30:23,35.5,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,425,Whole Blood,Clear,Returned - Weather,41
FLT-00947,ZIP-19,BAT-1380,2023-04-23 17:10:47,109.5,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,966,Fresh Frozen Plasma,Partly Cloudy,Delivered,36
FLT-00948,ZIP-23,BAT-1603,2023-01-12 02:46:18,104.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,299,Fresh Frozen Plasma,Partly Cloudy,Partial Delivery,36
FLT-00949,ZIP-12,BAT-1357,2023-03-13 08:24:09,39.1,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,291,Platelets,Light Rain,Returned - Weather,48
FLT-00950,ZIP-25,BAT-1386,2023-05-01 12:37:50,113.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1674,Packed Red Cells,Overcast,Partial Delivery,66
FLT-00951,ZIP-20,BAT-1887,2023-07-16 06:44:24,37.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,382,Platelets,Light Rain,Returned - Technical,42
FLT-00952,ZIP-24,BAT-1911,2023-12-16 20:53:10,35.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1707,Fresh Frozen Plasma,Foggy,Delivered,59
FLT-00953,ZIP-19,BAT-1645,2023-12-03 13:16:20,22.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1349,Whole Blood,Clear,Returned - Weather,59
FLT-00954,ZIP-28,BAT-1054,2023-02-03 07:40:28,110.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1268,Packed Red Cells,Foggy,Returned - Weather,66
FLT-00955,ZIP-27,BAT-1958,2023-07-15 10:55:59,104.9,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,568,Whole Blood,Clear,Returned - Technical,35
FLT-00956,ZIP-29,BAT-1546,2023-04-06 12:14:15,39.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,856,Platelets,Foggy,Returned - Weather,55
FLT-00957,ZIP-15,BAT-1447,2023-07-11 02:51:38,28.5,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1049,Whole Blood,Clear,Delivered,51
FLT-00958,ZIP-15,BAT-1554,2023-05-29 14:36:01,84.7,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,784,Packed Red Cells,Clear,Delivered,29
FLT-00959,ZIP-15,BAT-1694,2023-10-26 15:07:07,83.3,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,320,Fresh Frozen Plasma,Overcast,Delivered,29
FLT-00960,ZIP-20,BAT-1422,2023-10-05 06:26:37,22.1,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,728,Platelets,Light Rain,Delivered,70
FLT-00961,ZIP-26,BAT-1520,2023-01-21 09:32:20,23.2,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,988,Whole Blood,Foggy,Returned - Weather,35
FLT-00962,ZIP-30,BAT-1417,2023-05-04 21:06:38,25.3,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,678,Whole Blood,Light Rain,Delivered,35
FLT-00963,ZIP-30,BAT-1568,2023-08-16 21:31:31,114.6,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,457,Fresh Frozen Plasma,Partly Cloudy,Partial Delivery,54
FLT-00964,ZIP-21,BAT-1145,2023-06-23 10:51:21,98.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1306,Packed Red Cells,Foggy,Delivered,68
FLT-00965,ZIP-24,BAT-1832,2023-07-29 00:11:42,40.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1471,Fresh Frozen Plasma,Foggy,Returned - Weather,59
FLT-00966,ZIP-22,BAT-1859,2023-01-01 11:03:37,33.1,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,919,Packed Red Cells,Light Rain,Delivered,55
FLT-00967,ZIP-22,BAT-1091,2023-04-20 12:00:40,109.5,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1630,Whole Blood,Foggy,Returned - Weather,71
FLT-00968,ZIP-29,BAT-1215,2023-10-09 20:10:38,37.0,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1233,Fresh Frozen Plasma,Overcast,Delivered,61
FLT-00969,ZIP-20,BAT-1329,2023-09-04 22:12:44,84.7,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,631,Platelets,Light Rain,Returned - Weather,56
FLT-00970,ZIP-10,BAT-1944,2023-01-07 09:57:43,89.9,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1446,Platelets,Partly Cloudy,Returned - Technical,18
FLT-00971,ZIP-22,BAT-1780,2023-09-19 12:04:41,23.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1302,Whole Blood,Foggy,Returned - Technical,68
FLT-00972,ZIP-24,BAT-1835,2023-09-11 04:14:36,135.5,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1576,Whole Blood,Clear,Partial Delivery,40
FLT-00973,ZIP-10,BAT-1831,2023-11-18 14:32:59,102.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,455,Platelets,Light Rain,Delivered,41
FLT-00974,ZIP-21,BAT-1287,2023-06-22 21:45:50,32.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,592,Whole Blood,Clear,Partial Delivery,70
FLT-00975,ZIP-21,BAT-1505,2023-09-01 01:37:37,111.6,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,275,Fresh Frozen Plasma,Partly Cloudy,Delivered,49
FLT-00976,ZIP-30,BAT-1840,2023-10-02 19:25:09,139.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1011,Whole Blood,Clear,Delivered,35
FLT-00977,ZIP-29,BAT-1579,2023-07-14 13:22:22,113.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1357,Packed Red Cells,Foggy,Delivered,22
FLT-00978,ZIP-28,BAT-1955,2023-02-20 01:20:34,115.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,666,Fresh Frozen Plasma,Partly Cloudy,Delivered,30
FLT-00979,ZIP-24,BAT-1573,2023-01-10 05:28:14,142.9,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,204,Platelets,Foggy,Returned - Weather,59
FLT-00980,ZIP-23,BAT-1864,2023-09-10 16:43:09,135.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,761,Whole Blood,Overcast,Delivered,61
FLT-00981,ZIP-17,BAT-1738,2023-07-01 10:54:12,113.1,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,296,Fresh Frozen Plasma,Foggy,Returned - Weather,44
FLT-00982,ZIP-28,BAT-1901,2023-06-24 13:41:32,111.7,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,251,Packed Red Cells,Light Rain,Delivered,62
FLT-00983,ZIP-19,BAT-1337,2023-01-30 03:50:04,105.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,328,Whole Blood,Partly Cloudy,Delivered,19
FLT-00984,ZIP-18,BAT-1342,2023-06-18 00:03:21,104.2,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,706,Whole Blood,Foggy,Partial Delivery,48
FLT-00985,ZIP-17,BAT-1813,2023-05-13 14:30:16,39.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,349,Platelets,Overcast,Returned - Weather,66
FLT-00986,ZIP-11,BAT-1997,2023-09-01 02:40:22,25.2,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,268,Platelets,Clear,Delivered,38
FLT-00987,ZIP-11,BAT-1452,2023-01-26 12:06:24,141.2,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,817,Platelets,Clear,Partial Delivery,22
FLT-00988,ZIP-22,BAT-1870,2023-09-21 09:21:30,22.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1022,Whole Blood,Clear,Delivered,57
FLT-00989,ZIP-23,BAT-1475,2023-04-01 18:45:40,104.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1470,Whole Blood,Foggy,Delivered,39
FLT-00990,ZIP-20,BAT-1529,2023-12-31 08:55:27,140.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1403,Packed Red Cells,Clear,Delivered,24
FLT-00991,ZIP-16,BAT-1808,2023-01-06 00:32:16,26.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1373,Packed Red Cells,Clear,Returned - Weather,58
FLT-00992,ZIP-17,BAT-1190,2023-04-10 18:45:34,112.0,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,481,Whole Blood,Light Rain,Returned - Technical,21
FLT-00993,ZIP-28,BAT-1318,2023-05-02 06:56:44,37.3,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1308,Packed Red Cells,Foggy,Returned - Technical,27
FLT-00994,ZIP-10,BAT-1993,2023-05-01 03:03:14,102.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1260,Packed Red Cells,Overcast,Delivered,21
FLT-00995,ZIP-16,BAT-1352,2023-07-17 04:35:16,39.1,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,610,Packed Red Cells,Foggy,Returned - Weather,68
FLT-00996,ZIP-29,BAT-1478,2023-05-13 21:29:40,23.1,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1618,Fresh Frozen Plasma,Light Rain,Returned - Technical,72
FLT-00997,ZIP-13,BAT-1166,2023-08-09 02:24:20,116.9,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1130,Whole Blood,Foggy,Delivered,49
FLT-00998,ZIP-24,BAT-1235,2023-12-24 12:35:20,32.6,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1477,Packed Red Cells,Partly Cloudy,Returned - Technical,33
FLT-00999,ZIP-22,BAT-1757,2023-10-13 12:50:21,103.9,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,620,Platelets,Overcast,Partial Delivery,29
FLT-01000,ZIP-13,BAT-1568,2023-05-22 03:42:03,21.7,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,491,Fresh Frozen Plasma,Overcast,Delivered,46
FLT-01001,ZIP-10,BAT-1998,2023-09-03 10:27:53,37.3,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,607,Packed Red Cells,Overcast,Delivered,36
FLT-01002,ZIP-27,BAT-1867,2023-03-27 06:42:56,39.7,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,703,Packed Red Cells,Partly Cloudy,Delivered,30
FLT-01003,ZIP-14,BAT-1851,2023-03-10 15:09:37,28.3,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,976,Whole Blood,Clear,Delivered,39
FLT-01004,ZIP-15,BAT-1381,2023-04-29 17:28:50,36.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1279,Platelets,Overcast,Partial Delivery,63
FLT-01005,ZIP-16,BAT-1194,2023-02-16 06:26:16,22.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1290,Platelets,Partly Cloudy,Partial Delivery,62
FLT-01006,ZIP-29,BAT-1781,2023-05-04 17:31:25,87.4,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1402,Packed Red Cells,Partly Cloudy,Delivered,72
FLT-01007,ZIP-30,BAT-1054,2023-04-25 11:58:54,115.5,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,773,Packed Red Cells,Overcast,Delivered,72
FLT-01008,ZIP-25,BAT-1083,2023-08-16 02:02:27,116.3,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,1558,Whole Blood,Partly Cloudy,Returned - Technical,28
FLT-01009,ZIP-15,BAT-1475,2023-05-31 23:30:06,115.2,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,859,Fresh Frozen Plasma,Foggy,Delivered,51
FLT-01010,ZIP-30,BAT-1410,2023-07-07 22:39:18,140.6,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1395,Whole Blood,Light Rain,Returned - Weather,31
FLT-01011,ZIP-19,BAT-1223,2023-12-14 18:55:45,34.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1070,Platelets,Partly Cloudy,Delivered,54
FLT-01012,ZIP-14,BAT-1086,2023-12-30 13:28:54,39.3,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1739,Whole Blood,Overcast,Returned - Weather,36
FLT-01013,ZIP-20,BAT-1636,2023-07-21 17:45:34,100.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1072,Platelets,Foggy,Delivered,47
FLT-01014,ZIP-15,BAT-1025,2023-06-09 01:42:58,100.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1104,Packed Red Cells,Light Rain,Returned - Weather,34
FLT-01015,ZIP-26,BAT-1862,2023-01-30 17:19:53,137.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1250,Whole Blood,Clear,Delivered,68
FLT-01016,ZIP-11,BAT-1368,2023-12-27 02:35:35,84.5,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1318,Packed Red Cells,Clear,Delivered,39
FLT-01017,ZIP-18,BAT-1835,2023-09-20 10:27:22,35.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,590,Packed Red Cells,Overcast,Returned - Technical,72
FLT-01018,ZIP-19,BAT-1788,2023-10-15 13:37:53,139.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,777,Fresh Frozen Plasma,Overcast,Delivered,68
FLT-01019,ZIP-26,BAT-1669,2023-06-07 19:56:35,104.3,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1758,Packed Red Cells,Clear,Delivered,43
FLT-01020,ZIP-26,BAT-1239,2023-03-30 09:06:23,38.4,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1402,Platelets,Partly Cloudy,Delivered,64
FLT-01021,ZIP-23,BAT-1192,2023-05-13 13:10:38,104.0,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1777,Platelets,Overcast,Partial Delivery,31
FLT-01022,ZIP-28,BAT-1142,2023-06-25 00:02:32,104.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,462,Fresh Frozen Plasma,Clear,Delivered,65
FLT-01023,ZIP-23,BAT-1230,2023-07-14 08:28:32,28.1,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1071,Platelets,Overcast,Delivered,66
FLT-01024,ZIP-14,BAT-1032,2023-07-29 00:49:57,137.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,514,Fresh Frozen Plasma,Foggy,Delivered,54
FLT-01025,ZIP-16,BAT-1390,2023-11-07 14:34:42,139.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1000,Whole Blood,Foggy,Returned - Weather,52
FLT-01026,ZIP-24,BAT-1985,2023-03-15 09:26:37,101.5,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1508,Fresh Frozen Plasma,Overcast,Returned - Weather,23
FLT-01027,ZIP-29,BAT-1846,2023-02-10 18:16:09,38.0,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1200,Whole Blood,Partly Cloudy,Delivered,29
FLT-01028,ZIP-26,BAT-1298,2023-01-28 05:42:12,39.9,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,343,Platelets,Light Rain,Returned - Weather,21
FLT-01029,ZIP-23,BAT-1931,2023-07-21 15:03:56,82.7,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1000,Packed Red Cells,Overcast,Partial Delivery,25
FLT-01030,ZIP-16,BAT-1978,2023-07-28 14:06:16,35.9,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,466,Packed Red Cells,Clear,Delivered,37
FLT-01031,ZIP-19,BAT-1961,2023-11-14 21:20:39,103.4,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1403,Packed Red Cells,Light Rain,Delivered,50
FLT-01032,ZIP-24,BAT-1146,2023-09-24 05:08:00,138.6,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,331,Platelets,Partly Cloudy,Delivered,56
FLT-01033,ZIP-11,BAT-1589,2023-07-24 11:20:16,35.2,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1709,Whole Blood,Foggy,Delivered,36
FLT-01034,ZIP-19,BAT-1862,2023-12-09 09:27:35,142.3,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1000,Packed Red Cells,Overcast,Returned - Technical,44
FLT-01035,ZIP-15,BAT-1674,2023-03-11 23:47:21,39.8,Ruhango District Hospital,Ruhango,-2.2167,29.7833,23.72,1630,Whole Blood,Light Rain,Delivered,43
FLT-01036,ZIP-30,BAT-1903,2023-01-18 04:58:56,136.8,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1301,Fresh Frozen Plasma,Partly Cloudy,Delivered,60
FLT-01037,ZIP-27,BAT-1421,2023-09-29 08:14:29,27.4,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,448,Fresh Frozen Plasma,Partly Cloudy,Delivered,22
FLT-01038,ZIP-15,BAT-1461,2023-07-16 03:18:02,27.7,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,717,Packed Red Cells,Overcast,Delivered,50
FLT-01039,ZIP-16,BAT-1408,2023-06-29 17:42:47,21.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1012,Whole Blood,Light Rain,Delivered,18
FLT-01040,ZIP-24,BAT-1686,2023-02-14 18:55:13,88.3,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1192,Platelets,Partly Cloudy,Delivered,22
FLT-01041,ZIP-15,BAT-1285,2023-08-02 05:43:28,26.9,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,549,Whole Blood,Light Rain,Delivered,56
FLT-01042,ZIP-10,BAT-1079,2023-03-11 01:57:53,24.0,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,1587,Fresh Frozen Plasma,Foggy,Returned - Technical,27
FLT-01043,ZIP-16,BAT-1545,2023-05-20 07:36:45,99.1,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,1105,Whole Blood,Clear,Returned - Technical,71
FLT-01044,ZIP-19,BAT-1706,2023-11-12 09:50:18,139.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1109,Whole Blood,Clear,Delivered,56
FLT-01045,ZIP-17,BAT-1383,2023-01-20 03:35:16,27.8,Kabgayi District Hospital,Muhanga,-2.02,29.75,16.4,609,Whole Blood,Partly Cloudy,Delivered,19
FLT-01046,ZIP-12,BAT-1196,2023-01-12 02:27:30,105.6,Kibogora Hospital,Nyamasheke,-2.3333,29.0667,67.14,651,Whole Blood,Overcast,Partial Delivery,69
FLT-01047,ZIP-13,BAT-1524,2023-03-07 10:46:54,140.7,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,869,Fresh Frozen Plasma,Clear,Delivered,53
FLT-01048,ZIP-17,BAT-1123,2023-03-15 20:42:39,139.9,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,637,Whole Blood,Foggy,Delivered,40
FLT-01049,ZIP-16,BAT-1398,2023-03-09 16:16:12,82.8,Kabutare District Hospital,Huye,-2.5833,29.7333,57.09,1139,Packed Red Cells,Overcast,Delivered,22
FLT-01050,ZIP-16,BAT-1906,2023-11-13 19:08:30,137.1,Rwamagana District Hospital,Rwamagana,-1.95,30.4333,91.95,1041,Fresh Frozen Plasma,Foggy,Returned - Weather,67
FLT-01051,ZIP-28,BAT-1549,2023-07-14 06:23:09,117.0,Byumba District Hospital,Gicumbi,-1.5833,30.0667,74.78,551,Fresh Frozen Plasma,Clear,Returned - Technical,24
